# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  -1.59246256 -150.83511747   17.51257718];[0.2647272198192131, 0.16118147084486253, -0.5141153931176752, 0.0912856695617015];[-1.72, -151.23, 17.28]
[  -1.59248694 -150.84330811   11.14631742];[0.13541810532780382, 0.14679108475092523, -0.35771749073628634, 0.0766952484155777];[-1.54, -151.28, 10.94]
[  -1.59253813 -150.84715814    4.77753893];[0.001570526949127118, 0.139033048349004, -0.20923169043231957, 0.06882332689908821];[-1.23, -151.18, 4.07]
[  -1.59258052 -150.84768223   -1.59258051];[-0.13749641979518074, 0.13749649996811436, -0.06726234038445865, 0.06726244146125314];[-1.05, -151.19, -2.55]
[  -1.59250773 -150.84571961   -7.96215629];[-0.28258574388761903, 0.1421177164901226, 0.06909968013078417, 0.07195425601944308];[-1.28, -151.17, -8.54]
[  -1.59247296 -150.83982486  -14.3298646 ];[-0.434814164256758, 0.15311468441805037, 0.20059754640486765, 0.08310822123990105];[-1.12, -151.17, -16.06]
[  -1.59245153 -150.828951    -20.69414107];[-0.5959206399397291, 0.17111814637168762, 0.32788538583451865, 0.10135555256436227];[-1.28, -151.04, -21.41]
[  -1.59234493 -150.81072405  -27.05062526];[-0.768639294969873, 0.19747046486655623, 0.45189385044679403, 0.12803926796668982];[-1.31, -150.99, -27.93]
[  -1.59209726 -150.7782845   -33.39127696];[-0.9573716242737181, 0.23519135775333125, 0.5744813467819218, 0.16618189668156505];[-1.42, -150.95, -34.27]
[  -7.96066331 -150.79328144  -30.2229332 ];[-0.8656253020748983, 0.35851549383349623, 0.5073915548856214, 0.011708515048235224];[-7.6, -150.96, -32.77]
[  -7.9616174  -150.81795027  -23.87352995];[-0.6852725322808393, 0.3274272431408197, 0.3847576278607071, -0.02121376489473495];[-7.73, -151.17, -26.27]
[  -7.96185374 -150.83240865  -17.51240492];[-0.5186408897421649, 0.3058218251502862, 0.25952576573541564, -0.04421983634491351];[-8.1, -151.12, -19.98]
[  -7.96200372 -150.84079857  -11.1462505 ];[-0.36221914692408547, 0.2916910507284695, 0.130459754160863, -0.059333416823484586];[-7.92, -151.26, -13.32]
[  -7.96189757 -150.84520594   -4.77729344];[-0.21379667173636854, 0.28408863820333863, -0.0032058010185868034, -0.0674790858104054];[-7.82, -151.25, -6.13]
[  -7.96166254 -150.84631161    1.59241003];[-0.07196930100988475, 0.2825885546721503, -0.14212850385401815, -0.0690786790528655];[-8.06, -151.31, -0.19]
[  -7.96211917 -150.84327255    7.96211914];[0.06424855448063607, 0.28710945346479416, -0.2871093993325679, -0.06424851693895621];[-8.4, -151.36, 6.65]
[  -7.96192082 -150.8372299    14.32975424];[0.19552383854027186, 0.2978969978740873, -0.4393157888580802, -0.0526883526027927];[-8.47, -151.15, 13.5]
[  -7.96178127 -150.82609503   20.69388222];[0.322563557004989, 0.3156008673889872, -0.6004993013597087, -0.03379336235113886];[-8.51, -150.86, 20.26]
[  -7.9612067  -150.80737857   27.05010166];[0.44627354564722604, 0.3415828731791563, -0.7734368768432379, -0.006193705860043114];[-8.46, -150.75, 26.76]
[ -14.32665296 -150.78387129   30.22087852];[0.493600003470524, 0.5109387398634284, -0.8776090926312338, -0.1161645912751645];[-15.04, -150.67, 29.98]
[ -14.3286808  -150.81025388   23.87258694];[0.3717060182583391, 0.4796205568993975, -0.6964545095218728, -0.15057714966549046];[-15.21, -150.84, 24.17]
[ -14.32925021 -150.82561586   17.51192954];[0.24714951624602008, 0.4579815675498907, -0.5294592696553716, -0.17460247139906096];[-15.23, -151.06, 17.66]
[ -14.32916624 -150.83475011   11.14568242];[0.11864552500431993, 0.4438730348060613, -0.3729597990837874, -0.19037657256175236];[-14.93, -151.32, 10.74]
[ -14.32844186 -150.83973835    4.776883  ];[-0.014562248118319535, 0.4362904179078645, -0.22467085330652342, -0.19886707361503178];[-14.8, -151.35, 3.8]
[ -14.32801735 -150.84086802   -1.59227458];[-0.1531292712249897, 0.4347917045560059, -0.08313183113608101, -0.20053577552003202];[-14.66, -151.22, -2.47]
[ -14.32882802 -150.83771856   -7.96141849];[-0.29789398025615693, 0.43930323911862584, 0.05266894956845544, -0.19549432957290105];[-14.81, -151.18, -9.34]
[ -14.32944064 -150.83072692  -14.32944058];[-0.4500681132492605, 0.45006818645497493, 0.18344820625771086, -0.18344808582429864];[-14.74, -151.14, -15.82]
[ -14.32903653 -150.81892098  -20.69318095];[-0.6114547707217112, 0.46776377759280263, 0.3098605948609317, -0.1637139307739503];[-15.02, -150.9, -22.42]
[ -14.32780652 -150.79896016  -27.04871692];[-0.78495163169415, 0.4938489821639156, 0.4328551188819296, -0.13488441520585231];[-15.08, -150.78, -28.81]
[ -20.69104411 -150.79631995  -23.87067213];[-0.7149566298097834, 0.6417222504558444, 0.35036286458863247, -0.2752672486353168];[-21.31, -150.86, -26.37]
[ -20.69187919 -150.81339643  -17.51058863];[-0.5472767595659866, 0.6195158593047513, 0.22691204426187112, -0.30053912370887653];[-21.39, -151.08, -19.79]
[ -20.69148251 -150.82357337  -11.14471462];[-0.3905989654948332, 0.60509951672381, 0.09934104759624314, -0.3171130796848839];[-20.94, -151.43, -13.14]
[ -20.69054467 -150.8289441    -4.77650605];[-0.2424829127813467, 0.5973677240569275, -0.03311128882789151, -0.3260382932068748];[-20.89, -151.45, -6.48]
[ -20.68993439 -150.83010486    1.59215127];[-0.10137755254472003, 0.5958361247808679, -0.17112813384669, -0.32779136868541536];[-20.79, -151.52, 0.2]
[ -20.69106604 -150.82678938    7.96076587];[0.03376638146828469, 0.6004398991295072, -0.3155832511209079, -0.32249310648723006];[-20.98, -151.31, 6.85]
[ -20.69176741 -150.81917418   14.3280967 ];[0.16369455317319795, 0.6114213939865147, -0.4677415182689147, -0.3098292793508955];[-21.11, -150.99, 13.59]
[ -20.69175446 -150.80593751   20.69175442];[0.28909309073300893, 0.629541753158733, -0.6295419380299488, -0.289093033457244];[-21.2, -150.74, 20.32]
[ -27.04552126 -150.79227074   17.50825288];[0.19735422440889158, 0.7934051511129748, -0.5736163135821822, -0.4229864601207465];[-27.4, -150.87, 17.65]
[ -27.04565555 -150.80399552   11.14350339];[0.07117925232887735, 0.778206050691516, -0.4165359289724029, -0.44049525776350695];[-27.55, -151.27, 10.77]
[ -27.04470221 -150.81001905    4.77604327];[-0.06018645883356446, 0.7700725193573235, -0.2685678946280025, -0.4499202124213112];[-27.49, -151.34, 4.22]
[ -27.04392122 -150.81123378   -1.59200047];[-0.19744799764415857, 0.7684568348792067, -0.12802984310419277, -0.4517707886872115];[-27.35, -151.38, -2.16]
[ -27.04528912 -150.80763382   -7.95995818];[-0.3415358663820617, 0.773304381820722, 0.006187184212910049, -0.4461766825328744];[-27.4, -151.34, -8.58]
[ -27.04575667 -150.79895483  -14.32639086];[-0.493799005836663, 0.784863525173377, 0.13487287747643648, -0.43280254838061294];[-27.45, -151.12, -15.57]
[ -33.38258465 -150.7760333    -4.77522188];[-0.3059665675318294, 0.9588166320320038, -0.09883742698265575, -0.5723864188775878];[-33.27, -151.43, -6.16]
[ -33.38168993 -150.77737532    1.59173228];[-0.16610273386211544, 0.9570366257896482, -0.23509985950279982, -0.5743366337691396];[-33.21, -151.42, 0.1]
[ -23.84151117 -157.10927861  -11.13312707];[-0.5552858067213684, 0.8449901643439788, -0.06764002387474083, -0.2253846045675151];[-25.04, -156.78, -13.04]
[ -23.84156842 -157.11778984   -4.77189795];[-0.40551849678948915, 0.8350907598509268, -0.19750745123590524, -0.23539319515528664];[-24.74, -157.01, -6.77]
[ -23.84099179 -157.1191287     1.59063348];[-0.2649115342137375, 0.8331311542235813, -0.3341842853694316, -0.23735627233223983];[-24.49, -157.01, 0.55]
[ -23.8417599  -157.11457019    7.95286394];[-0.1317970392258517, 0.8390140594152661, -0.4791250700998393, -0.2314264097030171];[-24.63, -156.58, 7.5]
[ -23.84072526 -157.10156658   14.31217686];[-0.004897690750326644, 0.8531702691343076, -0.6343554500920604, -0.21714677574540375];[-24.68, -156.27, 14.54]
[ -17.49474732 -157.12207397   17.49474723];[0.08503902668175388, 0.6890420168114426, -0.689041956475233, -0.08503897843136413];[-18.88, -156.14, 17.72]
[ -17.49556966 -157.13750835   11.13603789];[-0.040340497666642855, 0.6715613776908859, -0.5287636615170668, -0.1031119839109507];[-18.84, -156.27, 11.68]
[ -17.49526375 -157.14476398    4.77304318];[-0.17101115817904247, 0.6623198023899203, -0.37942107221261173, -0.1127126135292737];[-18.8, -156.38, 4.73]
[ -17.49480889 -157.14595807   -1.59100969];[-0.30807872126574526, 0.6604939186974926, -0.23866881687725194, -0.11459729070234174];[-18.58, -156.5, -2.52]
[ -17.49552736 -157.14199792   -7.95483642];[-0.4528968124253418, 0.6659835093082902, -0.1049464684843029, -0.10890665035796154];[-18.51, -156.52, -9.76]
[ -17.49533831 -157.13101978  -14.31620775];[-0.6073434401192825, 0.6791807925282236, 0.022939380653600638, -0.09521557114993942];[-18.5, -156.47, -16.57]
[ -17.49294334 -157.10932554  -20.66990981];[-0.7743300678622591, 0.7014200135866819, 0.146144000855688, -0.07230649587109812];[-18.58, -156.51, -22.84]
[ -11.13471243 -157.11138576  -23.84525838];[-0.845158396610285, 0.5553992308345762, 0.22540051152858687, 0.06768222068535908];[-12.38, -156.67, -25.65]
[ -11.13681755 -157.13825867  -17.49684136];[-0.6716149816377348, 0.5288055302057811, 0.10311692987229809, 0.040347716503284274];[-12.25, -156.58, -20.04]
[ -11.13828857 -157.15319367  -11.13828852];[-0.5120327071127178, 0.5120327640018127, -0.022953522388961846, 0.02295357326390686];[-12.41, -156.38, -13.74]
[ -11.13798829 -157.15974455   -4.77394401];[-0.36286322087094836, 0.5031058020464876, -0.15413431352295187, 0.01370036776923185];[-12.33, -156.22, -6.62]
[ -11.13769286 -157.16085781    1.59130671];[-0.2219653137219979, 0.5013449007763013, -0.29148402756276137, 0.011882265189431501];[-12.4, -156.04, 0.63]
[ -11.13819218 -157.15723331    7.95637748];[-0.08784055048710712, 0.5066453840470703, -0.43629808629580724, 0.017369265552837757];[-12.32, -156.05, 7.61]
[ -11.13758829 -157.14683267   14.31841676];[0.04065230368446987, 0.5193498815020512, -0.5903354247830457, 0.030558083983876265];[-12.1, -155.98, 14.29]
[ -11.13589894 -157.12680483   20.67284086];[0.16461671812226888, 0.540675215567939, -0.7563541344204109, 0.05258316366620484];[-12.05, -156.16, 20.39]
[  -4.77289737 -157.12065613   23.84718592];[0.23542936711171408, 0.40564288398048676, -0.8353287893466711, 0.1975880143803167];[-4.98, -156.49, 23.23]
[  -4.77369739 -157.1460857    17.49780243];[0.11272978378014045, 0.3794766474713947, -0.6624192453298297, 0.17103812578831015];[-4.89, -156.25, 17.57]
[  -4.77426399 -157.16023375   11.13874948];[-0.0136968130623817, 0.3628837556786506, -0.5031361045360491, 0.15414078466970582];[-5.1, -156.06, 11.37]
[  -4.77481552 -157.16742177    4.7748155 ];[-0.1451517063112668, 0.3540853987039507, -0.3540853260769259, 0.14515178512051857];[-5.03, -155.84, 4.77]
[  -4.77468907 -157.16847935   -1.59159539];[-0.2826718647407437, 0.35234340318654106, -0.2130837762095013, 0.143381145674452];[-4.97, -156.02, -2.37]
[  -4.77453279 -157.16455034   -7.95722217];[-0.4274886733069473, 0.35757046257700775, -0.07872988739737352, 0.14871673791204387];[-5.27, -156.05, -9.91]
[  -4.77399267 -157.1542115   -14.31909246];[-0.5813229160151778, 0.37013071068782993, 0.05007659819282518, 0.16152726539382165];[-5.17, -156.16, -16.23]
[  -4.77334784 -157.1352357   -20.67419634];[-0.7468921453052262, 0.39117799053582875, 0.17443449348550796, 0.1829249426037496];[-4.89, -156.53, -22.13]
[  -4.77220532 -157.10041379  -27.01451708];[-0.9284276170992828, 0.4235421565285222, 0.296085685205168, 0.21568713048950441];[-4.93, -156.56, -28.57]
[   1.59102064 -157.12240657  -23.8475448 ];[-0.8334053564084543, 0.26501968496961764, 0.23740134698719342, 0.3343094265067753];[1.66, -156.68, -26.05]
[   1.59128107 -157.14756685  -17.49798013];[-0.6606162783837275, 0.23871261310906877, 0.11462046786619716, 0.30813437185388926];[2.17, -156.55, -19.81]
[   1.591466   -157.16156774  -11.1388339 ];[-0.5013893742277911, 0.22198106921136382, -0.011875988937471221, 0.29150669561858633];[2.12, -156.18, -13.69]
[   1.59164701 -157.16867138   -4.77484446];[-0.3523514464124598, 0.2130874051896523, -0.14338233422295363, 0.2826777264199554];[2.08, -155.83, -6.67]
[   1.5917493  -157.17024218    1.5917493 ];[-0.21134183901568093, 0.21134188676826024, -0.2809482774112543, 0.28094833076072745];[2.0, -155.82, 0.87]
[   1.59155409 -157.16583618    7.95727571];[-0.07693739871242028, 0.21661340461624218, -0.42575288174430315, 0.28617665104862944];[2.11, -155.87, 7.69]
[   1.59137734 -157.1556088    14.31921682];[0.05193028174136645, 0.2292936774158199, -0.5795546129710356, 0.29877176274414824];[2.14, -155.8, 14.15]
[   1.59116726 -157.13682958   20.67444793];[0.17636518189216263, 0.25048856146228543, -0.7450387668108163, 0.3198466831191928];[1.97, -156.14, 20.21]
[   1.59079358 -157.10238146   27.01501335];[0.29809605045332066, 0.2829604658733731, -0.9264101269057854, 0.35218042124310556];[1.93, -156.31, 26.74]
[   7.95426263 -157.11705513   23.8464425 ];[0.23145256250063392, 0.13185617893054916, -0.8392169023565306, 0.47924608579780464];[8.55, -156.16, 24.33]
[   7.95566116 -157.14304186   17.49743301];[0.10891738370780392, 0.10496155361217488, -0.6660603663156311, 0.45294824151962665];[8.89, -156.26, 17.76]
[   7.95664642 -157.15749408   11.13857312];[-0.017368158233338905, 0.0878418781863062, -0.5066613110051006, 0.4363113250139753];[8.7, -156.24, 11.5]
[   7.95695707 -157.1643326     4.7743749 ];[-0.14871445019991017, 0.07873018016013042, -0.35756126401057864, 0.4274772515062916];[8.75, -156.05, 4.61]
[   7.95674576 -157.16541608   -1.59144928];[-0.28616359233105404, 0.07693845005091994, -0.21660489811832462, 0.4257305688102542];[8.73, -156.07, -2.63]
[   7.95711007 -157.16191008   -7.95711003];[-0.4309909791899849, 0.08234444602185917, -0.08234433087773123, 0.4309910850206004];[8.66, -156.03, -9.88]
[   7.95617574 -157.1513409   -14.31883331];[-0.5848928619356739, 0.09532631816688097, 0.04633886276836499, 0.443573778769053];[8.53, -156.09, -16.24]
[   7.95505039 -157.13195866  -20.67367434];[-0.7506368868498, 0.1170025774553706, 0.1705411512264721, 0.46469865228555285];[8.17, -156.44, -22.44]
[   7.95307133 -157.09636381  -27.01348965];[-0.9325085147090835, 0.15019599625843383, 0.2920312257432706, 0.49728568559840364];[8.48, -156.44, -28.85]
[  14.31373022 -157.10327141  -23.84353591];[-0.8533027886182146, 0.004926511243562033, 0.21715312051169094, 0.6344554841344985];[14.68, -156.39, -26.65]
[  14.3167177  -157.1314329   -17.49597478];[-0.6792094346523951, -0.022936871142259844, 0.09521636780718709, 0.6073690756006715];[15.01, -156.45, -20.08]
[  14.31791264 -157.14650834  -11.1372024 ];[-0.5193311732956423, -0.04065092601372937, -0.030556602722474763, 0.590314053022625];[14.59, -156.5, -13.62]
[  14.31758294 -157.15336699   -4.77350706];[-0.3700953991590913, -0.0500671490664881, -0.16151317718815997, 0.5812643105392161];[14.33, -156.54, -6.7]
[  14.31720556 -157.15451603    1.59116249];[-0.22926681745684213, -0.05191644176709285, -0.2987355089570228, 0.5794777941838253];[14.48, -156.43, 0.1]
[  14.31782608 -157.15074427    7.95563152];[-0.0953203928663312, -0.04633388709591049, -0.4435438681927243, 0.5848524000272463];[14.81, -156.29, 7.3]
[  14.31780394 -157.14040565   14.31780387];[0.03290843050791906, -0.03290836898302501, -0.5977690033493157, 0.597769093011806];[14.95, -156.12, 14.08]
[  14.3154159  -157.11944113   20.67162493];[0.15654569874348945, -0.010469649812913276, -0.7641800151483099, 0.6194417135511072];[15.18, -156.1, 20.52]
[  20.66913004 -157.10879183   17.49230096];[0.07231122369737238, -0.14614473459485686, -0.7013853666261335, 0.7742920200991046];[21.47, -156.23, 17.84]
[  20.6705043  -157.12548134   11.13471913];[-0.05256366210631927, -0.16460687114974543, -0.5406029597435715, 0.7562534048445677];[21.48, -156.41, 11.18]
[  20.67030775 -157.13326387    4.77252238];[-0.18287718659668578, -0.17440816492897365, -0.3910940904786382, 0.746735246692305];[21.11, -156.56, 4.12]
[  20.6697839  -157.13451786   -1.59083846];[-0.31976294231361313, -0.17633143701732654, -0.2504191486638726, 0.7448529114874833];[20.86, -156.64, -2.9]
[  20.67056131 -157.13030766   -7.95394064];[-0.46461818151096934, -0.17052312364646313, -0.11697108155592573, 0.7505079800375751];[20.87, -156.5, -9.8]
[  20.6700661  -157.1184794   -14.31438742];[-0.6193840053218187, -0.15654254816354685, 0.010480471771974545, 0.7641091188425468];[20.8, -156.53, -16.25]
[  27.00711897 -157.09652167   -4.77109143];[-0.42336629136737364, -0.29604095927240004, -0.21556054002703864, 0.9280939249477473];[26.71, -156.69, -7.13]
[  27.00652158 -157.09799034    1.59036893];[-0.28280007904684124, -0.2980415810669978, -0.35200128727505287, 0.9260310223015189];[26.6, -156.74, -0.22]
[  27.00715338 -157.09291468    7.95146966];[-0.15009638373844203, -0.2919978867554658, -0.49711433794835314, 0.9322165618741935];[26.89, -156.56, 6.4]
[  17.4687192  -163.41441756  -11.12066347];[-0.6957942681416295, 0.052879771076360105, -0.19949220587763464, 0.8417664249116201];[19.03, -161.8, -13.38]
[  17.46994445 -163.42758647   -4.76716182];[-0.5411230789892656, 0.041672793372969405, -0.32995072524305646, 0.8295723004789171];[19.02, -161.82, -7.35]
[  17.46970897 -163.42944987    1.58908696];[-0.3980013283343945, 0.039493524552987935, -0.4682929979253108, 0.8271908778819831];[18.93, -161.81, -0.15]
[  17.469649   -163.42273314    7.94459869];[-0.2638605418895007, 0.046087103843165264, -0.6168132247522369, 0.8343703105601215];[18.74, -161.78, 7.24]
[  11.12151839 -163.41639191   17.47013092];[-0.05290487862058298, 0.19953409767775004, -0.8418675724276566, 0.6958804753965429];[13.06, -161.73, 17.65]
[  11.12563423 -163.4473147    11.12563416];[-0.17825762731703934, 0.17825772969037113, -0.6738104974998247, 0.6738105565162446];[12.69, -161.79, 11.68]
[  11.12604472 -163.45843967    4.76910791];[-0.30908670524771337, 0.16730447386582759, -0.5200354013419262, 0.6624633602135455];[12.54, -161.78, 4.58]
[  11.12585307 -163.46002771   -1.58972638];[-0.4474094440965134, 0.16517175943638865, -0.3771861708111, 0.6602482256642295];[12.59, -161.7, -2.67]
[  11.1259881  -163.4543278    -7.94795458];[-0.595369382186214, 0.17162094333411002, -0.2428521586770548, 0.666932650360317];[12.46, -161.6, -9.7]
[  11.12376522 -163.43426778  -14.29979957];[-0.7557433166021326, 0.18741216902752023, -0.11502680035660257, 0.683269956500626];[12.39, -161.38, -16.9]
[   4.76787997 -163.43131164  -17.47278101];[-0.8297610429980754, 0.3300479965795713, -0.041711866902529184, 0.541256069693348];[5.83, -161.74, -20.16]
[   4.76945601 -163.46002129  -11.12687732];[-0.6625276804235806, 0.3091222152647508, -0.16732779464275663, 0.5200876672319329];[5.64, -161.86, -14.08]
[   4.77073032 -163.47533003   -4.77073029];[-0.5093288693235815, 0.29842911562663327, -0.2984290320969537, 0.5093289085323008];[5.72, -161.76, -7.09]
[   4.7706421  -163.47676233    1.59026199];[-0.36656648961243604, 0.29632193653679156, -0.43677627368753624, 0.5071956985194359];[5.66, -161.74, 0.24]
[   4.77010636 -163.46891378    7.94967433];[-0.2320674522998826, 0.3026330085466325, -0.5844244267012974, 0.513550083120449];[5.62, -161.68, 7.61]
[   4.76873567 -163.44789618   14.30162932];[-0.10397240717273665, 0.3181283455950854, -0.7441119486009589, 0.5291841778941793];[5.93, -161.5, 14.59]
[   4.76677991 -163.40816358   20.63836806];[0.019866403094947506, 0.3455691864827922, -0.9201637162699652, 0.5570275101189265];[6.19, -161.53, 21.12]
[  -1.58938544 -163.43405917   17.4732627 ];[-0.039539811805966704, 0.46844146644419254, -0.8274239762834901, 0.3981349975309897];[-0.85, -161.73, 18.62]
[  -1.58989971 -163.46236968   11.12710286];[-0.1652053802084346, 0.4474777886649498, -0.6603431085640381, 0.37724618354973194];[-1.29, -161.61, 12.1]
[  -1.59031748 -163.47745991    4.77080934];[-0.2963359535381099, 0.4367956973087245, -0.5072176684281998, 0.36658327225781445];[-1.47, -161.72, 4.75]
[  -1.59052475 -163.48181507   -1.59052474];[-0.4347630299936241, 0.43476309160464555, -0.3645475230897249, 0.36454758479132426];[-1.56, -161.77, -2.47]
[  -1.59011268 -163.47113816   -7.94981854];[-0.5822847005141251, 0.44099042424514096, -0.22996327613327458, 0.37077327976924634];[-1.62, -161.69, -9.63]
[  -1.58966438 -163.45041128  -14.30196173];[-0.7418629590214977, 0.45649348666749345, -0.1018264255366682, 0.38623426725549465];[-1.7, -161.58, -16.74]
[  -1.58902762 -163.41125282  -20.6390741 ];[-0.9177117582384143, 0.4840223982254842, 0.02206172461992603, 0.4136375550538991];[-1.76, -161.88, -23.01]
[  -7.94550311 -163.42559146  -17.47177177];[-0.8345157280180195, 0.6169262040883193, -0.046119585741759936, 0.26392774827768617];[-8.46, -161.93, -20.7]
[  -7.94824743 -163.45514029  -11.12640425];[-0.6669658434967392, 0.595399541991216, -0.17163356994751977, 0.24286801705175226];[-8.72, -161.95, -13.84]
[  -7.94938683 -163.46817018   -4.76993549];[-0.5135260315777317, 0.5843976946686437, -0.3026170880440355, 0.23205452825573966];[-8.72, -161.84, -6.77]
[  -7.94924337 -163.46967132    1.58999929];[-0.3707370818060688, 0.5822320987850165, -0.4409488652727919, 0.22993828773203098];[-8.67, -161.76, 0.41]
[  -7.94937158 -163.46429266    7.94937153];[-0.23633599567165625, 0.5887694929577914, -0.5887693883543906, 0.23633610652405296];[-8.57, -161.63, 7.65]
[  -7.94699625 -163.44266513   14.30093259];[-0.10832651784247802, 0.6046396982827145, -0.7486839530682196, 0.25193163940539703];[-8.53, -161.44, 14.73]
[ -14.29924503 -163.43335946   11.12334287];[-0.18739510105872917, 0.7557013927902972, -0.6832314691996565, 0.11501349362497172];[-15.19, -161.58, 12.07]
[ -14.29996198 -163.44533997    4.76820491];[-0.31806706495411813, 0.7439957199635274, -0.5290970627899245, 0.10394059965806629];[-15.59, -161.67, 5.0]
[ -14.29973566 -163.44704288   -1.5894293 ];[-0.45639103078054544, 0.7417101192102397, -0.386143172657666, 0.10178593369040354];[-15.66, -161.86, -2.28]
[ -14.29982226 -163.44091752   -7.94640139];[-0.6045731936433023, 0.7486041167456102, -0.2518945557948455, 0.10830330439457714];[-15.49, -161.85, -9.6]
[ -14.29809784 -163.42188454  -14.29809775];[-0.7655840651089079, 0.7655841484339796, -0.12432013318977798, 0.12432021797070478];[-15.71, -161.82, -16.55]
[ -20.63396095 -163.40299072   -4.76586993];[-0.5568304445554337, 0.9198732564961234, -0.34541875722252835, -0.019911375217837715];[-21.19, -162.37, -6.69]
[ -20.63376621 -163.40509505    1.58866399];[-0.4134419146763953, 0.9173664762610512, -0.48380823406628826, -0.022112638312390284];[-21.27, -162.24, 0.46]
