# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  27.10319547 -131.81583769  -23.91684467];[-0.338038852033281, -0.8796156010604786, 0.7993217266386499, 0.4161484825362501];[25.02, -132.73, -26.82]
[  27.10100128 -131.82240049  -17.54012635];[-0.169863597883955, -0.9016815408784449, 0.6634172377339782, 0.40308130470418946];[25.05, -133.05, -20.18]
[  27.09881204 -131.82793501  -11.16206408];[-0.007447095884558344, -0.9163546677822028, 0.5226728687652391, 0.3945903613032586];[24.6, -133.1, -13.43]
[  27.0969436  -131.83229665   -4.78367004];[0.14990509519860068, -0.9242631003708899, 0.3770879098109659, 0.3900751691690441];[24.2, -133.02, -6.71]
[  27.09614805 -131.83409716    1.59452954];[0.3025076434264876, -0.9257949397886565, 0.2267813922998219, 0.3891940043749985];[24.09, -132.96, 0.19]
[  27.09783347 -131.83024801    7.97286957];[0.4504806727679664, -0.9211274397999077, 0.07183680622448382, 0.39186285888752875];[24.35, -132.78, 6.86]
[  27.09987138 -131.8253314    14.35117949];[0.593653338951257, -0.9098951060833214, -0.08799084486555497, 0.3983077858141934];[24.56, -132.4, 13.48]
[  27.10218874 -131.81909364   20.72879276];[0.7319709874657393, -0.8916289973273451, -0.2531657271666659, 0.40899392837773807];[24.68, -132.11, 19.9]
[  27.10376056 -131.81306504   27.10376051];[0.8654956983529638, -0.8654956221558939, -0.4246667696249302, 0.4246667724313059];[24.72, -131.81, 26.37]
[  27.10643828 -131.80190142   33.47610982];[0.9948863441886935, -0.830481079216904, -0.6041946502696934, 0.4463606670751835];[24.59, -131.52, 32.96]
[  27.10914871 -131.78558928   39.84231919];[1.1213552455508744, -0.7846198884375191, -0.7947243548947653, 0.4756826750612841];[24.53, -131.18, 39.8]
[  33.47803587 -131.78439962   36.6603758 ];[1.019033163809029, -0.9340252707105576, -0.7198193255232175, 0.6395365575757873];[28.99, -131.01, 37.56]
[  33.47647309 -131.79782057   30.29236192];[0.8942846280555825, -0.9772666893554082, -0.5348879808335792, 0.6141875749522893];[29.01, -131.38, 30.53]
[  33.47569322 -131.80517683   23.91936186];[0.7655323995964811, -1.0101263353228758, -0.35995955493514176, 0.595721196898563];[28.82, -131.62, 23.92]
[  33.47325771 -131.81253028   17.54211812];[0.631882423283085, -1.0339970323310783, -0.19256695788437034, 0.5827495680376884];[28.47, -131.86, 17.28]
[  33.47080721 -131.81835655   11.16342977];[0.49318150139675215, -1.0499294886261918, -0.03126703946216951, 0.5743391649699906];[28.42, -132.17, 10.64]
[  33.46862706 -131.82279345    4.78428373];[0.34945448874154894, -1.0585405677103898, 0.12471391508550891, 0.5698675187990697];[28.48, -132.37, 4.01]
[  33.46766314 -131.82455503   -1.59473719];[0.2008256117708639, -1.0602122409996686, 0.2757371840915813, 0.5689906495323226];[28.29, -132.47, -2.82]
[  33.46967752 -131.82073298   -7.97387148];[0.04735935207185869, -1.055123750782039, 0.42194034142043557, 0.5716389656538383];[28.21, -132.36, -9.82]
[  33.47200533 -131.81563578  -14.35287765];[-0.11121651594426457, -1.0429093203971032, 0.5631648650138437, 0.5780199207687702];[28.28, -132.0, -16.36]
[  33.47454573 -131.80898511  -20.73103059];[-0.2754300320636138, -1.0231080720048618, 0.6993353515746661, 0.588614988296099];[28.29, -131.59, -23.36]
[  33.47610998 -131.80190123  -27.10643831];[-0.44636068742295704, -0.9948862442119514, 0.8304811171620865, 0.6041946687859687];[28.24, -131.31, -30.17]
[  33.47672502 -131.79271939  -33.47672496];[-0.6258871272691141, -0.9570535746702129, 0.9570536236461451, 0.6258871437969564];[28.05, -130.88, -36.94]
[  33.4792003  -131.77416431  -39.84164595];[-0.8172834638625245, -0.9077098804438971, 1.0804378122167262, 0.655456578113447];[28.08, -130.49, -43.87]
[  39.84076405 -131.76614153  -36.66094569];[-0.7499336076638118, -1.0554828415796853, 0.9676916238673451, 0.8315640517075207];[33.55, -131.07, -41.08]
[  39.84211711 -131.7805112   -30.29504402];[-0.5642112727642525, -1.102288054912556, 0.8467405426295659, 0.8050961799593847];[33.6, -131.43, -34.02]
[  39.84232548 -131.78969816  -23.9219618 ];[-0.3894780649255506, -1.1378707854026593, 0.721249339455001, 0.7859538499362084];[33.55, -131.8, -27.24]
[  39.83996029 -131.79822978  -17.54423839];[-0.22293643987927825, -1.163803447817366, 0.5904983055268969, 0.772546264700323];[33.54, -131.94, -20.24]
[  39.83748797 -131.80456721  -11.16490706];[-0.06295511396677306, -1.181179648634366, 0.45440837361240605, 0.7638681651805604];[33.44, -132.12, -13.8]
[  39.83510454 -131.80916903   -4.78495251];[0.09135096963225198, -1.1905985191405464, 0.3130380241288308, 0.7592510409239603];[33.29, -132.15, -6.83]
[  39.83398046 -131.81089186    1.59496382];[0.2404071879372502, -1.1924315784962112, 0.16651445995716685, 0.7583402265005494];[33.25, -132.14, 0.28]
[  39.83627698 -131.80706709    7.97496021];[0.38437617355106635, -1.186858150590684, 0.014873291440724086, 0.7610816308048864];[33.29, -131.85, 6.89]
[  39.83872262 -131.80163718   14.35470238];[0.5231198413145263, -1.1735162176051546, -0.142194934165634, 0.7676652862357523];[33.41, -131.49, 13.65]
[  39.8411734  -131.79427971   20.73338169];[0.6565389141551901, -1.151957488363456, -0.30530667717480847, 0.7786042067633703];[33.23, -131.2, 20.02]
[  39.84231941 -131.78558909   27.10914873];[0.7846199726072401, -1.121355128639806, -0.47568269297761523, 0.7947243555721694];[33.03, -130.88, 26.53]
[  39.84164616 -131.77416418   33.4792003 ];[0.9077099999410054, -1.0804377124377127, -0.6554565782882238, 0.8172834520287382];[33.03, -130.75, 33.26]
[  39.83924412 -131.75580763   39.83924399];[1.0269562780609345, -1.0269561274200845, -0.8483208095412192, 0.8483207889508386];[32.62, -130.33, 40.62]
[  36.62705714 -138.08785327   36.62705698];[0.8197113545142769, -0.8197111590995765, -0.8685513547352636, 0.868551319746127];[29.5, -136.24, 37.41]
[  36.63150691 -138.11115006   30.27236831];[0.700800266362057, -0.8675261365627999, -0.6794994382482071, 0.8359337080060372];[29.19, -136.76, 30.95]
[  36.63354408 -138.12537314   23.90639498];[0.5784755833467955, -0.9033394686798278, -0.5044176218954717, 0.8124547178877424];[29.38, -137.03, 24.08]
[  36.63228878 -138.1361044    17.53373498];[0.45162459791021925, -0.9293243142958832, -0.3394775993749933, 0.795894010664691];[29.67, -137.29, 17.42]
[  36.63048288 -138.14348386   11.15854317];[0.319893424766997, -0.9467136235808995, -0.18243577145039497, 0.785070270648474];[29.7, -137.47, 10.54]
[  36.62842229 -138.1482535     4.78228069];[0.18309682795636226, -0.9561480409621026, -0.03195361038906689, 0.7792614097874009];[29.63, -137.63, 3.77]
[  36.62734243 -138.14976846   -1.59407356];[0.04108254652297645, -0.9579913496412401, 0.11275025392929063, 0.7781090477142815];[29.62, -137.86, -2.77]
[  36.62947327 -138.14616758   -7.97047625];[-0.10643297151009312, -0.9523990109979689, 0.25213741113113425, 0.7815695836426597];[29.54, -137.74, -9.41]
[  36.6314312  -138.14015412  -14.34634882];[-0.26006975630481244, -0.9390443053954703, 0.38638292768556654, 0.7898193365632127];[29.54, -137.4, -16.19]
[  36.63301428 -138.13122733  -20.72050392];[-0.4208458996701966, -0.9174629742708996, 0.5156432259074812, 0.8033954716188552];[29.5, -137.18, -23.12]
[  36.63272041 -138.11908335  -27.09035075];[-0.590499011299618, -0.886754026661962, 0.6401550595168667, 0.8232211059416361];[29.53, -137.0, -29.82]
[  36.6297189  -138.10102905  -33.45167494];[-0.7719514458753683, -0.8453379521891342, 0.7605658928602173, 0.8508965021783568];[29.43, -136.73, -36.9]
[  36.62481525 -138.06941436  -39.7985545 ];[-0.9702652439335703, -0.7899094875585402, 0.8787333547280011, 0.889648996272763];[29.19, -136.39, -43.83]
[  30.27236831 -138.11115016  -36.6315067 ];[-0.8359336602550786, -0.7008002360148705, 0.8675261450724392, 0.6794994452598844];[24.09, -136.32, -41.17]
[  30.27217016 -138.13167464  -30.27217009];[-0.648797841294651, -0.7451238072439917, 0.7451238302663916, 0.6487978627700515];[23.9, -136.95, -34.04]
[  30.27263    -138.14327159  -23.9054815 ];[-0.47437138786559996, -0.7784149783979352, 0.619808534309261, 0.6264813870678132];[23.95, -137.28, -26.99]
[  30.27106307 -138.15239927  -17.53279877];[-0.30926284583186775, -0.8025512156191246, 0.4903535255023964, 0.610665397072631];[24.02, -137.58, -20.3]
[  30.26914419 -138.15900511  -11.1577977 ];[-0.15148327668664927, -0.8186709884449547, 0.3563513646863332, 0.60029622870834];[24.1, -137.67, -13.68]
[  30.26725112 -138.16347945   -4.78192353];[0.00015874019122705946, -0.8274036271441708, 0.21758724936049387, 0.5947291291736798];[24.13, -137.82, -6.89]
[  30.26634471 -138.16500734    1.59395109];[0.14636701360443405, -0.8291078677001834, 0.07390552309773082, 0.5936298846886586];[24.09, -137.77, 0.0]
[  30.2681871  -138.16148619    7.96990741];[0.28757483399099987, -0.8239348965301626, -0.0749470324848616, 0.5969401940205978];[24.12, -137.48, 6.62]
[  30.27010915 -138.15599633   14.34547538];[0.4239367754800023, -0.811564954680462, -0.2295461903898355, 0.6048481848024819];[24.2, -137.17, 13.15]
[  30.27197969 -138.14812693   20.71959136];[0.5556318883650546, -0.7915423600465655, -0.39079946887044476, 0.6178385083488604];[24.27, -136.91, 19.58]
[  30.27249538 -138.13813753   27.08968606];[0.6829306155426561, -0.7629990617798817, -0.5602520954991913, 0.6367363772631547];[23.91, -136.63, 26.47]
[  30.27240195 -138.12263758   33.45325612];[0.806580621558126, -0.7245391780549918, -0.7404889129571222, 0.6629327808153684];[23.89, -136.35, 33.55]
[  30.27184053 -138.09620411   39.80555014];[0.9283784653785941, -0.6732594391804364, -0.9359289196893859, 0.6990552024806846];[23.46, -135.96, 40.71]
[  23.90639497 -138.12537326   36.63354387];[0.9033395045066497, -0.5784755604527985, -0.8124546721078608, 0.5044176412553573];[17.23, -135.61, 38.3]
[  23.90548148 -138.14327171   30.27262982];[0.778415033723105, -0.6198085064245351, -0.6264813870575292, 0.47437141629017865];[17.43, -136.38, 30.98]
[  23.90437406 -138.15464222   23.904374  ];[0.650820940041404, -0.6508208630709947, -0.45233553775262114, 0.4523355468734334];[17.92, -136.94, 23.99]
[  23.90289546 -138.16276235   17.53180457];[0.5194096054771632, -0.6733164927286748, -0.28695327654757596, 0.43665266323920515];[18.72, -137.45, 17.16]
[  23.90117487 -138.16891817   11.15705646];[0.38367960850134464, -0.6883123035473949, -0.12850849172141204, 0.42634403188521625];[19.62, -137.98, 10.74]
[  23.8995862  -138.17323214    4.78157756];[0.24339828420492712, -0.6964247954284898, 0.02409116003449275, 0.42080636267094346];[20.05, -138.39, 4.2]
[  23.89886243 -138.17477768   -1.59383306];[0.09840743868827077, -0.6980067137562472, 0.17149584850455685, 0.4197170761279232];[19.96, -138.52, -2.67]
[  23.90035901 -138.1712856    -7.96935093];[-0.051525687291804165, -0.6932035129675534, 0.3141189569166246, 0.42300493976283854];[19.95, -138.33, -9.34]
[  23.90202459 -138.16609466  -14.34458452];[-0.20694558216501038, -0.6817047245431108, 0.4521014510959039, 0.4308716290956632];[20.09, -138.04, -16.04]
[  23.90376991 -138.15884615  -20.71855424];[-0.36868404215514206, -0.6630631232818659, 0.5856379208766117, 0.44377160433603335];[20.02, -137.91, -22.42]
[  23.9049204  -138.14958584  -27.08914613];[-0.538158608669865, -0.6364630232689369, 0.7150423308653285, 0.4624780746385975];[19.62, -137.6, -29.04]
[  23.90600111 -138.13537036  -33.45433948];[-0.7177294140964282, -0.6006015349253657, 0.8410987497806023, 0.48824489593305115];[18.52, -136.84, -36.47]
[  23.906526   -138.11245716  -39.80908047];[-0.9113739061987294, -0.5528725431389546, 0.9655308284953266, 0.5233663180606061];[18.13, -136.3, -43.77]
[  17.53459762 -138.13434529  -36.63446577];[-0.79592643221369, -0.4516709733432449, 0.9294106681103302, 0.3394736221031307];[11.62, -136.09, -41.18]
[  17.53359785 -138.15060216  -30.27259402];[-0.6106749578301037, -0.4904062128234841, 0.8026254648953628, 0.3092520556257538];[11.23, -136.7, -34.2]
[  17.53255867 -138.16097768  -23.90396861];[-0.4366478367327749, -0.5194646385936444, 0.673380785962634, 0.2869395253206363];[11.27, -137.02, -27.19]
[  17.53101187 -138.16926916  -17.53101186];[-0.2710010087997493, -0.5404890781808762, 0.5404890010891598, 0.27100105074407804];[11.44, -137.36, -20.27]
[  17.52964765 -138.17515792  -11.15647006];[-0.11201797413554751, -0.5544956832129729, 0.40347199609225515, 0.26049626441393714];[11.9, -137.77, -13.74]
[  17.52843437 -138.17938349   -4.78130466];[0.041324019913006514, -0.5620635388314262, 0.2620544793524423, 0.2548494107572776];[12.42, -138.17, -7.26]
[  17.52789866 -138.18094502    1.59374   ];[0.18963835622892153, -0.5635384629187553, 0.11607501894233936, 0.2537419275551761];[12.46, -138.24, -0.56]
[  17.52901877 -138.1774606     7.96891149];[0.33332510660650894, -0.5590593439721478, -0.0346865112357833, 0.25709072417761586];[14.4, -138.63, 6.69]
[  17.53031486 -138.17244334   14.34387766];[0.4725176272590076, -0.5483266415092194, -0.19075309365520643, 0.2651121864835916];[14.64, -138.28, 12.96]
[  17.53186765 -138.16523018   20.71788962];[0.6074343101894413, -0.5309113428856131, -0.35290265100816526, 0.2782408502844295];[14.84, -138.04, 19.7]
[  17.53306361 -138.15636006   27.08887666];[0.7384013843924412, -0.5060153479481189, -0.5224707036076761, 0.29722401464673887];[14.98, -137.64, 26.55]
[  17.53412648 -138.14341263   33.45467721];[0.866214426994294, -0.47240189963779544, -0.7016562829972542, 0.3232371909026009];[15.3, -137.32, 33.39]
[  17.53492798 -138.12268559   39.81092451];[0.9925929687178369, -0.42771791824511424, -0.8941482153098987, 0.35839423467507653];[15.48, -136.94, 40.39]
[  11.15961512 -138.13980298   36.63485246];[0.9468951065812263, -0.3199765672464183, -0.7851310544085719, 0.18240584022861633];[9.37, -136.92, 37.97]
[  11.15885411 -138.15505925   30.27241423];[0.8188358545675524, -0.3564516445854336, -0.6003135411365822, 0.15143893555524018];[9.17, -137.43, 31.01]
[  11.15810576 -138.16482618   23.90358757];[0.6884618220645258, -0.38378958684009506, -0.4263306436722103, 0.12845654024930275];[9.1, -137.99, 24.22]
[  11.15708457 -138.17270616   17.53064048];[0.5545745328441526, -0.4035399735193862, -0.26047410859104003, 0.11198497464863519];[10.36, -138.89, 17.42]
[  11.15612846 -138.17861833   11.15612846];[0.4166685886453968, -0.41666864074155274, -0.1011066056117335, 0.10110661781530571];[11.43, -139.79, 11.29]
[  11.15533439 -138.1828005     4.78114218];[0.274469853352783, -0.4237566733167907, 0.05275514560693376, 0.09525322251571232];[11.59, -140.28, 4.25]
[  11.15499107 -138.18437363   -1.59368435];[0.12780795767881964, -0.4251381340097879, 0.20169961132191827, 0.09410793311148802];[11.37, -140.49, -2.83]
[  11.1557144  -138.18088782   -7.96865207];[-0.023530066935020702, -0.4209435037175843, 0.3461188150367609, 0.09757614257772211];[11.61, -140.3, -9.9]
[  11.15657202 -138.17596531  -14.3434729 ];[-0.18005365153655842, -0.4108865257443277, 0.48614243396596707, 0.10588990386379027];[11.48, -139.75, -16.03]
[  11.15765569 -138.16879761  -20.71752296];[-0.34250627219215485, -0.3945478046353632, 0.6220040655503624, 0.119471157584617];[11.25, -139.44, -22.46]
[  11.15846719 -138.16047695  -27.08856559];[-0.5121697931531821, -0.3711416842083871, 0.7540291870979348, 0.13906216771360513];[11.06, -139.09, -29.13]
[  11.15924657 -138.1483044   -33.45471572];[-0.6911386004483051, -0.3394988289925693, 0.8830442533223645, 0.16579272669061412];[10.89, -138.69, -35.58]
[  11.15991282 -138.12890387  -39.81186544];[-0.8829191682135188, -0.2974324385095645, 1.010758394217966, 0.20169008827323365];[11.02, -138.4, -42.07]
[   4.78296122 -138.14260618  -36.63499068];[-0.7793496208434496, -0.18320334122029924, 0.9564270282485617, 0.031881104573214566];[4.48, -138.4, -39.65]
[   4.78260775 -138.15734573  -30.27226669];[-0.5947534543371015, -0.2177198472494563, 0.8276612676100922, -0.00025484551087967544];[4.44, -138.83, -33.04]
[   4.78226781 -138.16679766  -23.90334479];[-0.4207836908452548, -0.24354643501520157, 0.6966615180655304, -0.024200887760797624];[5.05, -139.37, -26.51]
[   4.78182202 -138.17446147  -17.53041391];[-0.2548040330290401, -0.2621716926698974, 0.5622230802953039, -0.04141159948307149];[5.39, -139.94, -20.21]
[   4.78140226 -138.18030046  -11.1559503 ];[-0.09521815582994779, -0.27453049095891263, 0.4238275976091581, -0.052800608797100634];[5.54, -140.63, -14.06]
[   4.78111933 -138.18385848   -4.78111934];[0.058945313683807954, -0.2812106378912593, 0.2812105658816695, -0.058945313522978826];[5.61, -140.97, -7.07]
[   4.78097164 -138.18543722    1.59367585];[0.2082426924083541, -0.28251034642772976, 0.1341673817933234, -0.06014333909412181];[5.64, -141.08, 0.38]
[   4.78124167 -138.1823603     7.96854985];[0.3530596700413702, -0.2785554930949776, -0.017501196739284897, -0.05650382172841001];[5.37, -140.66, 6.99]
[   4.78159708 -138.17767462   14.34326421];[0.4935388150899527, -0.2690898817161557, -0.17428457002470743, -0.04779036941124039];[5.25, -140.02, 13.07]
[   4.78207272 -138.17061971   20.71729398];[0.6299207359077027, -0.2536962503873803, -0.336911536889709, -0.03358556758486346];[5.18, -139.46, 19.89]
[   4.78243158 -138.16258733   27.08835435];[0.7625318331374871, -0.23160406386342117, -0.5066368428780983, -0.013140083924696233];[5.12, -138.92, 26.68]
[   4.78278826 -138.15081564   33.45467731];[0.8922130749267225, -0.20168302258834772, -0.6855002191937198, 0.014658983604424802];[5.09, -138.55, 33.32]
[   4.78310771 -138.13209771   39.81228621];[1.0206680778511574, -0.16185569306757452, -0.8769116249788335, 0.051818773754245734];[4.97, -138.05, 40.17]
[  -1.59433768 -138.14314867   36.63501221];[0.9583185815659502, -0.041181465973432696, -0.7782113845136682, -0.11286236062801444];[-1.65, -138.22, 37.59]
[  -1.5942181  -138.1577879    30.27223335];[0.8294114747545358, -0.0740334472658993, -0.5936579234528399, -0.1465091551307794];[-1.84, -138.56, 30.83]
[  -1.59410354 -138.16717859   23.90329373];[0.6982865838709202, -0.09855258743349768, -0.4196899046202193, -0.17165604349876734];[-1.6, -139.1, 24.16]
[  -1.59395442 -138.17480008   17.53036697];[0.5637379680433627, -0.1161969881785201, -0.2536850761681309, -0.18977256591316338];[-1.55, -139.71, 17.43]
[  -1.59381384 -138.18062504   11.15591371];[0.4252446561911668, -0.1278838454007556, -0.09405525319106586, -0.20178306222602777];[-1.6, -140.61, 11.38]
[  -1.593719   -138.1841828     4.78110144];[0.2825410275603361, -0.13419304075875685, 0.06016639437627051, -0.20827086416978718];[-1.7, -141.13, 4.34]
[  -1.59369206 -138.18511304   -1.59369205];[0.1354353963132653, -0.13543542942092662, 0.20954848718729602, -0.2095485080692852];[-1.89, -141.4, -3.02]
